,FIPS,state2,cdid116,inputstate,birthyr,cces.year,countyfips,dem,educ,educ.int,gender,hispanic,ideo5,newsint,partydefender,perceive_extreme,perceive_extreme_very,party,pid,pid3,pid7,polint,progressive,race,reformer,reformer_local,rep,RCO321,RCO321_a,RCO321_dk,RCO321_dm,RCO321_na,RCO321_np,RCO321_p,RCO321_pref,RCO322,RCO322_a,RCO322_dk,RCO322_dm,RCO322_na,RCO322_np,RCO322_p,RCO322_pref,RCO323,RCO323_a,RCO323_dk,RCO323_dm,RCO323_na,RCO323_np,RCO323_p,RCO323_pref,RCO324,RCO324_a,RCO324_dk,RCO324_dm,RCO324_na,RCO324_np,RCO324_p,RCO324_pref,RCO325,RCO325_a,RCO325_dk,RCO325_dm,RCO325_na,RCO325_np,RCO325_p,RCO325_pref,RCO326,RCO326_a,RCO326_dk,RCO326_dm,RCO326_na,RCO326_np,RCO326_p,RCO326_pref,RCO327,RCO327_a,RCO327_dk,RCO327_dm,RCO327_na,RCO327_np,RCO327_p,RCO327_pref,states_p_sb,states_p_sheriff,states_p_da,states_a_da,X2018_GovFlip,X2018_LegFlip,X2018_SenFlip,X2018_HouseFlip,X2018Pre_RepubGovControl,X2018Pre_DemTriControl,X2018Pre_RepTriControl,biden2020,trump2020,state,state_po,county,avg_d_voteshare2party,avg_r_voteshare2party,Pres_Vote
42,4013,AZ,7,Arizona,1989,2020,4013,1,Post-grad,5,Male,No,Moderate,Most of the time,5,1,1,Dem,Democrat,Democrat,Strong Democrat,4,0,White,0,0,0,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,73.7,24.7,Arizona,AZ,Maricopa,48.46738672,51.53261328,Lean Republican
43,4013,AZ,5,Arizona,1967,2018,4013,0,Some college,2,Male,No,Conservative,Most of the time,7,1,1,Rep,Republican,Republican,Strong Republican,4,0,White,0,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,41.9,56.5,Arizona,AZ,Maricopa,48.46738672,51.53261328,Lean Republican
44,4013,AZ,8,Arizona,1956,2018,4013,0,4-year,4,Female,No,Conservative,Some of the time,2,1,1,Rep,Republican,Republican,Strong Republican,3,1,White,5,5,1,They should be appointed by an elected official or other governing body.,1,0,0,0,0,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,41.4,57.3,Arizona,AZ,Maricopa,48.46738672,51.53261328,Lean Republican
45,4013,AZ,6,Arizona,1943,2018,4013,0,Post-grad,5,Male,No,Moderate,Most of the time,5,0,0,Ind,Democrat,Independent,Lean Democrat,4,0,White,2,2,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,47.3,51.4,Arizona,AZ,Maricopa,48.46738672,51.53261328,Lean Republican
46,4013,AZ,6,Arizona,1948,2018,4013,0,2-year,3,Male,No,Conservative,Most of the time,5,1,1,Rep,Republican,Republican,Strong Republican,4,0,White,2,2,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,47.3,51.4,Arizona,AZ,Maricopa,48.46738672,51.53261328,Lean Republican
47,4013,AZ,6,Arizona,1951,2020,4013,1,2-year,3,Male,No,Moderate,Some of the time,3,1,1,Dem,Democrat,Democrat,Not very strong Democrat,3,0,Native American,3,3,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,47.3,51.4,Arizona,AZ,Maricopa,48.46738672,51.53261328,Lean Republican
49,4013,AZ,8,Arizona,1947,2018,4013,0,4-year,4,Male,No,Very conservative,Most of the time,7,1,1,Rep,Republican,Republican,Strong Republican,4,0,White,0,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,41.4,57.3,Arizona,AZ,Maricopa,48.46738672,51.53261328,Lean Republican
50,4013,AZ,7,Arizona,1939,2018,4013,1,High school graduate,1,Male,No,Moderate,Most of the time,0,1,1,Dem,Democrat,Democrat,Strong Democrat,4,0,White,7,5,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,73.7,24.7,Arizona,AZ,Maricopa,48.46738672,51.53261328,Lean Republican
51,4013,AZ,7,Arizona,1956,2018,4013,0,No HS,1,Female,No,Conservative,Most of the time,3,0,0,Ind,Republican,Independent,Lean Republican,4,0,White,3,3,0,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,They should be appointed by an elected official or other governing body.,1,0,0,0,0,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,73.7,24.7,Arizona,AZ,Maricopa,48.46738672,51.53261328,Lean Republican
52,4013,AZ,7,Arizona,1967,2018,4013,1,High school graduate,1,Male,No,Liberal,Only now and then,0,1,0,Dem,Democrat,Democrat,Strong Democrat,2,0,Black,5,3,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,They should be appointed by an elected official or other governing body.,1,0,0,0,0,0,1,They should be appointed by an elected official or other governing body.,1,0,0,0,0,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,73.7,24.7,Arizona,AZ,Maricopa,48.46738672,51.53261328,Lean Republican
54,4013,AZ,7,Arizona,1975,2020,4013,1,High school graduate,1,Female,No,Very conservative,Only now and then,1,0,0,Dem,Democrat,Democrat,Strong Democrat,2,0,Black,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,0,1,1,0,0,NA,NA,NA,1,NA,NA,73.7,24.7,Arizona,AZ,Maricopa,48.46738672,51.53261328,Lean Republican
55,4013,AZ,8,Arizona,1948,2020,4013,0,Some college,2,Male,No,Very conservative,Most of the time,5,1,1,Rep,Republican,Republican,Strong Republican,4,0,White,2,2,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,41.4,57.3,Arizona,AZ,Maricopa,48.46738672,51.53261328,Lean Republican
56,4013,AZ,8,Arizona,1949,2020,4013,1,High school graduate,1,Male,No,Moderate,Some of the time,0,1,0,Dem,Democrat,Democrat,Strong Democrat,3,0,White,7,5,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,41.4,57.3,Arizona,AZ,Maricopa,48.46738672,51.53261328,Lean Republican
57,4013,AZ,8,Arizona,1944,2020,4013,1,High school graduate,1,Female,No,Moderate,Most of the time,7,0,0,Dem,Democrat,Democrat,Strong Democrat,4,0,White,0,0,0,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,41.4,57.3,Arizona,AZ,Maricopa,48.46738672,51.53261328,Lean Republican
58,4013,AZ,8,Arizona,1936,2018,4013,1,Some college,2,Male,No,Very liberal,Most of the time,4,1,1,Dem,Democrat,Democrat,Strong Democrat,4,0,White,3,3,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,41.4,57.3,Arizona,AZ,Maricopa,48.46738672,51.53261328,Lean Republican
59,4013,AZ,8,Arizona,1980,2020,4013,1,4-year,4,Male,No,Moderate,Most of the time,0,1,1,Dem,Democrat,Democrat,Strong Democrat,4,0,White,0,0,0,I don't think it matters,0,0,1,1,0,0,0,I don't think it matters,0,0,1,1,0,0,0,I don't think it matters,0,0,1,1,0,0,0,I don't think it matters,0,0,1,1,0,0,0,I don't think it matters,0,0,1,1,0,0,0,I don't think it matters,0,0,1,1,0,0,0,I don't think it matters,0,0,1,1,0,0,0,0,1,1,0,0,NA,NA,NA,1,NA,NA,41.4,57.3,Arizona,AZ,Maricopa,48.46738672,51.53261328,Lean Republican
60,4013,AZ,8,Arizona,1969,2020,4013,1,Some college,2,Female,NA,Moderate,Only now and then,0,1,1,Dem,Democrat,Democrat,Not very strong Democrat,2,0,Hispanic,5,4,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,I'm not sure,0,1,0,1,0,0,0,0,1,1,0,0,NA,NA,NA,1,NA,NA,41.4,57.3,Arizona,AZ,Maricopa,48.46738672,51.53261328,Lean Republican
61,4013,AZ,9,Arizona,1992,2018,4013,1,High school graduate,1,Female,Yes,NA,NA,1,0,0,Dem,Democrat,Democrat,Strong Democrat,NA,0,White,5,4,0,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,They should be appointed by an elected official or other governing body.,1,0,0,0,0,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,60.8,37.3,Arizona,AZ,Maricopa,48.46738672,51.53261328,Lean Republican
62,4013,AZ,9,Arizona,1986,2018,4013,0,High school graduate,1,Male,No,Liberal,Most of the time,0,0,0,Ind,Democrat,Independent,Lean Democrat,4,0,White,7,5,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,60.8,37.3,Arizona,AZ,Maricopa,48.46738672,51.53261328,Lean Republican
63,4015,AZ,4,Arizona,1952,2018,4015,0,Some college,2,Female,No,Conservative,Most of the time,1,0,0,Ind,Republican,Independent,Lean Republican,4,0,White,6,5,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,30.6,68,Arizona,AZ,Mohave,23.04685953,76.95314047,Solid Republican
65,4015,AZ,4,Arizona,1965,2020,4015,0,2-year,3,Male,NA,Conservative,Most of the time,7,0,0,Ind,Republican,Independent,Lean Republican,4,0,Hispanic,0,0,0,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,30.6,68,Arizona,AZ,Mohave,23.04685953,76.95314047,Solid Republican
66,4015,AZ,4,Arizona,1957,2018,4015,0,High school graduate,1,Male,No,Conservative,Most of the time,3,1,1,Rep,Republican,Republican,Strong Republican,4,0,White,4,4,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,30.6,68,Arizona,AZ,Mohave,23.04685953,76.95314047,Solid Republican
67,4019,AZ,2,Arizona,1966,2020,4019,0,Some college,2,Male,No,Conservative,Most of the time,0,0,0,Ind,Republican,Independent,Lean Republican,4,0,Native American,7,5,0,I'm not sure,0,1,0,1,0,0,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,54.5,43.9,Arizona,AZ,Pima,57.2984705,42.7015295,Lean Democrat
69,4019,AZ,3,Arizona,1989,2018,4019,1,High school graduate,1,Female,No,Moderate,Some of the time,2,1,0,Dem,Democrat,Democrat,Not very strong Democrat,3,0,Hispanic,1,1,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,62.8,35.7,Arizona,AZ,Pima,57.2984705,42.7015295,Lean Democrat
70,4019,AZ,2,Arizona,1983,2020,4019,1,4-year,4,Female,No,Very liberal,Most of the time,4,1,1,Dem,Democrat,Democrat,Strong Democrat,4,0,White,2,2,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,54.5,43.9,Arizona,AZ,Pima,57.2984705,42.7015295,Lean Democrat
